,tweet_ID,Tweet,Hatred/No Hatred
53,1258418780755111938,genpowellin2020 yes papa send army medecine son steven seagal v 19 roger army medical get bowl roger schoen let save twin stu son roger papa schoen nimrod obamacare foundation designated roger schoen stu wining battle schoen roger alleluia,0
54,1242183234269728770,choir member pass 41 member infected attending service,0
55,1270839426449641480,employee training go home risk great dont bring home,0
56,1240774186282475520,military isbalready stand created corona virus hot line every division divided uo country different sector managed division info direct intel,0
57,1262617111119253504,jeffandhamoonhot koinangejeff hamoprof hot96kenya joekiash brianoiriga analystphil governormdogoh make immunity readiness fight corona virushisipate immune system imejaa black tea mafuta ya manda heeeeeeey guy,0
58,1289101079775412227,interesting read guardian government need give access psychotherapy wake affect mentalhealth,0
59,1251525303027073024,everytime think difficult stuck inside remind selfless work key worker order save life keep country running count blessing people stayathomesavelives thankyounhs,0
60,1255776845770915840,reduced situation even worse since economy crashing non defence govt spending exploding,1
61,1250071548075151361,register live costar webinar debate impact real estate thursday ill interviewing panel expert,0
62,1260965906567528451,crisis presented onesided misleading alarmist manner public effectively lied lie dramatically compelling morally powerful like virus may impossible defeat prove endemic,1
63,1243148426990125056,hear mukesh ambani donating first full fledged hospital 19 treatment couple day ago great naveenodisha please give due respect due reliancejio,0
64,1250175859446763522,apology long wait use platform gone enormously since onset make sure prioritise request first thing tomorrow ed,0
65,1240249632627863552,serious would start calling thing serious actual name racist unfit,1
66,1249660758666784769,korea fly test kit tomorrow,0
67,1283905831902248960,hotez week every single american going know someone seriously ill via msnbc,0
68,1240759511838752769,let keep reading school closing please share info live reading session streaming monday 930am thumbletumble instragram facebook full detail nacedleadership audreynolan,0
69,1240691131496542210,hi fellow sa folk delivering absolute bargain jse share sasol capitec name time buy real bargain question one survive good luck bargain hunting make right choice,0
70,1246943793670230022,sure understand work mask protect giving virus others matter many men fcked,1
71,1501989503900205059,republican want blame joe biden gas price hold donald trump accountable 400000 preventable death watch loss 937 million job 2020 got,1
72,1288867298850344960,transformed country american depleted store shelf panic buying food supply join august 5th scott mcclelland share heb masterfully prepared impact supply chain operation,0
73,1237992348233224194,oh naturally without twitter corona virimbals,0
74,1260557947056402433,solo walk series part 2 238pm helix bridge,0
75,1256523044845223937,frustrating knowing dad nothing like go normal even could go home nothing could help louise one drive,1
76,1502743056226951172,president trump lost 3 million job watch first president actually lose job part catastrophic response made economic impact worse president biden created 74 million already competent vaccination response,1
77,1503229624662249472,trump ignored million died trump embraced scum earth dictator killing innocent people speak,1
78,1276343621554487296,far worse ever imagined 123k american dead due incompetence,1
79,1254922041557311490,maldives request support russia turkey response effort,0
80,1287843740321746945,polk county 77 9100 777 test 99 iowa many new case test rate showing high number call action especially hot spot higher rising rate showing help stop spread,0
81,1263450210723704832,askrishi country borrowing unprecedented level cope time global consensus extend repayment term haircut investor stave massive tax increase potential austerity post,0
82,1276515712127963136,trump misspelling mispronunciation incorrect statement frederick douglassnot alive historynot hustory wh counselnot council unprecedentednot unpresidented north koreanot part china capitol hillnot capital hill 124000 dead 1 person mysteriously gone,1
83,1271200993787686912,great job beating corbyn getting brexit done whether gassed task whether contracting took seems gone quite reclusive lacking leadership late,0
84,1258762674411917312,fenix selling product service smes discount awesome offer future use,0
85,1256541129929035777,apparently myanc northwest ward councillor impregnated 15yearold minor top even continued exchange nude minor asked terminate pregnancy,1
86,1284505845980712960,hate corona want continue pc collection cant find tradessales europe dont wanna spend 6382638 shipping pc might even arrive,1
87,1246315451120058369,come corona virus making gay,1
88,1276546562232107008,start trump presidency asked american would expected befall country end term many american would given list living,1
89,1275184978121424897,piston troy weaver evaluating talent evaluation going stretched wont inperson communication far interview seeing workout good person done evaluation early,0
90,1278625331579023360,unsc security council resolution victory multilateralism chinese envoy zhang jun,0
91,1276239491569770503,calling student ssw launching new canada student service grant program help gain volunteer experience serve community response find earn onetime payment 5000 visit,0
92,1501321443304349701,neighbor big trump supporter fox fan got along fine threw party mask refused get vaccinated wasnt serious said found today hospitalized last 3 week died last night tragedy caused gop fox,1
93,1232721262646001666,live update germany start epidemic health minister say,0
94,1250077891276222465,covid2019 sahara desert trip morocco travel covid2019,0
95,1253301061785395200,lufc proud partnered deliveroo initiative effort provide food nh staff key worker crisis inspiring le inspiring rider delivering food treated,0
96,1281082345945096193,india tally rise 767 lakh record 24879 new case fatality surge past 21000,0
97,1246779689273659392,supposed coronafree medical facility people treated without risk exposure,0
98,1258011449047289857,mutation dealing contagious strain peak prosperity,0
99,1241471193959378944,male infant bernalillo county mother went work restaurant eating home nmdoh announces 14 additional confirmed case,0
100,1251574943730536448,look upon help god corona finishing flood landslide readily come god heaven god fore father god remember william ruto people want fraud way overcome temptation evil men,0
101,1272576155636207618,myogiadityanath myogioffice shishirgoup respected sir please implement market schedule two part 1st 730 130 pm ind part 230 pm 830 pm avoid rush market protect people corona infection without financial loss next 3 month,0
102,1278292222543347712,fall2020 morefederalaidneeded remote learning doesnt work many student family,0
103,1263700971621769217,thought today tuesday,0
104,1263156252533764096,trying hold stock long flipping stock sp based current earnings fcasts higher feel like red flag however much liquidity hard know way turn tbh need anther solid pullback imho,0
105,1258896115946196993,there movement taking place 7 pm every day thats way thank risking amid 19 doctor paramedic nurse police fire fighter,0
106,1280579074788700160,congress received notification potus officially withdrew midst pandemic call trump response chaotic incoherent doesnt justice wont protect american life interest leaf american sick america alone,1
107,1281639231849463808,lot reporting misreporting university responding discus latest data encouraging involved pbsa,0
108,1288875312004993024,100 fault exposed people unvalidated professional licensing exam community hold accountable cosupremecourt coattorneyreg,1
109,1231808505452982272,becoming global pandemic likely inevitable say victoria chief health officer,0
110,1262080136247218176,good news lagos begin chloroquine clinical trial week,0
111,1269349521420517376,understand word go away move choose listen probably protesting sad know better might survivor cuomo action sending infected patient back nursing home,0
112,1275389205804470274,ajmal wazir say pti leadership monitoring situation round clock working frontline corona pandemic,0
113,1240385488139272193,got cya,0
114,1279001666222784512,would support selfishly sitting arse another 3 month paid government nothing everything go shit 83 say yes,1
115,1247521307786240002,quarantine longing deceptive nature fake people check circle netflix read staff writer arianna wigodners review,1
116,1237409948788764677,think important thing worry m medium appears alarmed called trump fault prefer pretty standard searching news,0
117,1251048359437250560,much change unfortunately slum pakistan help stop,0
118,1276329510707892225,tyga throwing trip,1
119,1244895756252676096,corona go go go na stay home stay safe na,0
120,1242528937600745473,expert reality check,0
121,1285063151227211776,looking like,0
122,1256986576107769856,psa traveler must fly right lufthansa flying practicing socialdistancing whatsoever international flight exponentially higher risk catching travel wisely lufthansa lufthansausa staralliance,0
123,1249017044508585987,trini nurse dy new york testing positive flying high angel looking never forgotten,0
124,1253904608663007233,desperately need play drinking game people real life im losing shit,0
125,1238172670857867264,else tired receiving daily email sort business airline sephora safety measure theyre taking 2 combat w mind followed email current promotion juststahp notinthemoodtospend recession2020,1
126,1255352348018343937,selfreported symptom including symptom predictive sarscov2 infection heritable medrxiv,0
127,1250189589593153537,india nationwide lockdown curb spread brought economic activity including talent demand screeching stop india inc talent demand march 2020 recorded dip 5 mom 2 yoy,0
128,1243551247090794500,oh ffs matt hancock corona aide tested,1
129,1250718447429959681,wanna give birth 20 child,1
130,1245971478035804162,increasingly evidence show transmitted far easier thought even breathing imperative better protect doctor even greater,0
131,1261589116023701504,33 london bus driver died occupational data released office national statistic ons monday show bus driver england wale dying five time faster national health service nh worker,0
132,1262455545119850497,england peak excess death higher scotland wale northern ireland highest 24 european country england also highest excess death rate over65s 15 64 well,0
133,1243071033667661824,travel advice educational setting,0
134,1249618787520872448,tracker case breach 9000 mark death toll 300,0
135,1268914869417304064,bill gate baffled stupid vaccine conspiracy theory,1
136,1244278242367934465,carpet bagging corona,0
137,1248447272607780864,illinois scramble keep federal test site running trump administration say state take,0
138,1254301190571069440,social distancing,0
139,1263128079125434368,today medium begin tackle fear age,0
140,1252858910249082882,like ego cannot seen make people grow apart make people silly thing like making dalgona video,1
141,1259948933893275648,top story paramountnashik people cant stop using emojis pandemic cnn see,0
142,1272689188031221760,today joined mwcoastchamber discus number topic including work bipartisan probsolvecaucus state local relief police reform legislation im heading back dc tomorrow present several committee hearing stay tuned mi06,0
143,1286352767871746054,kbhentertain yes bring aid,0
144,1228138125727272960,highly contagious like corona virus,1
145,1243795034043863046,corona update india total confirmed 906 active case 804 total recovered 83 total death 19 updated 28032020 121724,0
146,1255034880880250880,singapore emerges new hotspot asia,0
147,1242994525657849857,fianc lost mine shortly corona shit went bc sick work long period time,1
148,1271498865657753602,york im seeing idiot going rutters without mask economic activity isnt damned suicide pact sadly death toll jumped thousand overnight currently 113924 people died 2 mil sick 21 mil tested,1
149,1286092978516361218,woman know recovered 10 day nightmarish symptom new york wore mask quarantined fine went sc family trip cousin new orleans nothing gave entire family wear damn mask,1
150,1264704924190863360,heard state reopening,0
151,1282499347117215745,outrageous lie one 19 everyone lying cdc medium democrat doctor told trust think election keeping economy coming back election im sick,1
152,1242139065035653123,temporary wage subsidy employer threemonth measure allow eligible employer reduce amount payroll deduction required remitted canrevagency cra,0
153,1260420446068981761,scottsdale care facility testing resident staff confirmed case,0
154,1267836432464388098,69 people succumbed kenya buriedcemetery rural home truth told weve forced wearing mask plus observing precaution may tricked scam,1
155,1264165557470887936,caring child obviously reasonable surely parent three year old would want ensure safe time politically motivated attack good father discreditable,1
156,1263660775148646400,zl420 taking screen rome bilinda butcher mark redito upistol bedspacer,0
157,1260938779281498113,wife thai say someone dy isaan region allowed call cant say corona cant say number case,0
158,1282342647450017792,sunday stats borough southwark cumulative 1448 case 2 saturday 4564 per 100k resident lambeth 1362 cumulative case 1 saturday 4179 per 100k resident,0
159,1234184443381850114,today passed near archive town heard one fake acrobat say corona virus cant attack black african protected,1
160,1244823666241744896,painting vincent van gogh stolen dutch museum currently closed due pandemic,0
161,1267766111271096321,uber partner delhi airport sanitise car every trip enhance rider apps news,0
162,1247070817915031552,sick corona let get back work,1
163,1289244503635787777,discover relaxation feel grounded meditation session professor vellino 4 pm find,0
164,1265270856151777283,dont forget dominic uncle lord justice law died 5th april man rightly worried 3year old son right thing protecting,0
165,1238949245283115008,right way greet corona time wakandaforever 19,0
166,1275829903766761474,earth population 126 million japan 936 death zero social distancing one baffling thing come virus,1
167,1239535238243471363,oil price war could lead cheaper food canada,0
168,1239472335180017664,censorship pit tyranny make every situation worse better look tried tell people refer wuhan china next minute china trying rewrite history origin mess,1
169,1248095114301341698,mutual aid help vulnerable people near,0
170,1253760620421316609,join waberosescott kqed mkimreporter america amplified life community national callin show weekly podcast,0
171,1257609883949678592,easyjet increase flight belfastairport winter season beltel beltelbusiness margaretcan,0
172,1282707769087406082,say everyone lying he specific think,0
173,1252692854096478209,nexttoimpossible expect teaching learning occur crisis without attending emotion,1
174,1258363613875712001,klaus regling european response corona crisis eurogroup 09042020 43,0
175,1271269376390397952,many smaller business able thrive thanks shared prosperity,0
176,1268948023431888897,sir college taking college fee corona situation poor student dont money pay fee sir please take action college save student life,0
177,1284160045454852098,people stating death rate exaggerated may half point counterbalance people dying something else tested positive lot people dying without testedand recorded hard exactbut rather safe sorry,0
178,1240686172638076929,recognizing first responder working around clock provide essential service scjohnson teaming cdc foundation deliver care package police fire medical personnel,0
179,1243237962051129344,trump worried enough close border china month ago yet absolutely nothing bragging closing border yet time tried keep quiet dismiss knew month ago thing,1
180,1244935224213020673,government looking business support supply ventilator ventilator component across uk part response check see business help,0
181,1240762897405444102,ok let put like country corona visit,0
182,1243229179740643331,narcissistic always virus affected nearly every country entire world course would united state one trying sue somebody country far worse right trump knew along,1
183,1271009438111985670,discovered antiseptic surgery,0
184,1246031420343980032,prime minister narendramodi urge citizen light candle sunday april 5 evening challenge darkness corona crisis together fight beat,0
185,1287314641320722432,sir effective step towards care,0
186,1250470396639563777,revenue rebound seeking serve time jay mitchell,0
187,1247830182007844867,dont know internet could investigate say im fairly certain reported number death attributed revised point enable make comparison need make order judge,0
188,1241896626832076800,white supremacist discussed using bioweapon explosive internal document reveals,1
189,1271620256952283136,compound precarious condition trans woman ice detention,0
190,1265672193259663361,life time offer glimpse world change environment veers back toward homeostasis cleantech climatetech earthday2020,0
191,1243564731954274304,wuhan government much powerful central government clear mess made optimistic situation reach peak every governor andrew coumo prayed miracle everyday,1
192,1240069494510358531,new york city people text 692692 announcement,0
193,1241102194121867264,may virus taken world storm changing live work unlearn norm corona virus pandemic changing world economic taken thousand life still continues thrive,1
194,1264008680241917952,really dont understand people going sitting restaurant,0
195,1242510360839622656,definitely house couple day ago stop cap m want corona bad,1
196,1276013206587260928,old heard joke twice,0
197,1272522089178763265,april 24 warned pakstan case might go 200k midjuly thats adequate action taken wat govt done today happily take 200k figure bt unfortunately per govt estimate may may hv 1 million case end july,0
198,1244989442424741891,senior retired physician may wish return work check resource guide ama spread word ama,0
199,1246498139940454400,trump great leadership front runner corona virus case 300000 world soon leader death 9000 climbing,0
200,1254166302681227265,expert issue guide lung cancer screening management,0
201,1249933948676866048,know dumb bitch saying vaccine caused need educate backtracking todo dumbass,1
202,1243584822267662337,impression got news one infected person came europe infected almost 100 others 175 folk meeting,0
203,1280856499011665928,bank america millennials spending home improvement remodeling dont forget important stuff waterproofing foundation repair improve home family health,0
204,1242146179602739200,im trying reduce twitter checkins twice day mental health safeguard here quick update potch made live chart thats filterable state here link california chart,0
205,1261697925668880386,nigerian embassy thailand issue guideline evacuation,0
206,1244678761414561794,think point also note germany london sized city berlin half size big city london madrid nyc wuhan interesting tokyo seem affected might japan import little china,0
207,1258154171393605634,governor northam today asked president trump extend virginia title 32 status federal funding continue support national guard effort help combat virginia,0
208,1263467833490411520,trump say badge honor highest number confirmed case world,1
209,1247952626257399818,people still trying say corona isnt serious insensitive stfu,1
210,1238497665303937027,college got cancelled corona know happy hate place heart,1
211,1233169290775482369,corona virus make sense,0
212,1258685385690906625,join tmi team today community facilitator tailored day corona job nonprofit makeadifference corona,0
213,1263118469723193346,growth recovery,0
214,1246147147105525771,finished workout love working make happy support guy dont know day start working corona sugarbaby sugardaddy paypig cashslaves,0
215,1280221525896028165,worked another counselor podcast shutdown reach student going talk engaging student creatively online,0
216,1243476064439074816,first lady janet museveni delivers message hope uganda battle outbreak sparktvupdates,0
217,1234087442560561152,look like get lwiay pewdiepie meme reddit italian corona,0
218,1238444163521282064,cant wait jpbutler10 think corona virus turn ate many nila wafer,0
219,1254311017644912640,australian data tracing app held cloud giant amazon via abcnews,0
220,1244748869717590016,woman need get knee pray many people dying every minute worried materialistic thing greedy woman,1
221,1259485012014977024,people getting even lockdown,0
222,1239576996327325697,corona virus stay home 10 pm come group smaller 50 knew,0
223,1281982484859817984,rural thing religious principle agree full store cupboard make lot sense today seeing supermarket shelf start crisis,0
224,1245190907537825792,crisis beyond committed sharing experience helping tour activity attraction operator grow business,0
225,1237504409199767552,pretty sure also asking premier idea preparednessresponse plan ask subordinate bad theory low level demonstration extreme lack leadership federal level,1
226,1264984866740813824,evolved called covidius,0
227,1242783248402563072,boy sure glad many expert online,0
228,1240895848705331201,myopic mindset mp jaguar babu owino bashed foolish remark,1
229,1260046755963506690,everyone opinion ertugrul dont issue pakistan enjoys turkey diplomatic support waisy tou sab erdo k aisy fan hain he rich daddy bro eye ball please pakistan 20th affected corona think bit broader,0
230,1240458142338572290,help resident physical fitness mental wellness support wbfoodbank pandemic ateamymm launching game plan social medium platform ymm rmwb,0
231,1255531127927910401,im point id wish corona zombie virus least id something would way interesting,0
232,1258410669155602432,explaining wuhan would first without starting serious outbreak obvious trace italy spain germany uk rest europe would hop wuhan nowhere else china indeed world month,1
233,1245375367529070600,patient fort worth treated lifesaving measure helped ebola outbreak,0
234,1239644339493572608,update raleigh park made additional change program facility operation get latest information city raleigh website,0
235,1241245272522383366,read bank ad today paper stating deferring loan repayment several month business suffering stress time offering new loan buy stuff taking debt business struggle repay existing debt make sense,0
236,1254550085989433344,san antonio bexar county 426 update happening 1254 confirmed case 23 since yesterday additional death reported third consecutive day total community death count remains 43 531 recovery 34 since yesterday,0
237,1243453589504352256,jair bolsonaro claim brazilian never catch anything case rise fact support bolsonaro insinuation brazilian somehow immune dangerous infection,0
238,1272227415180431369,protesting gathering past 2 week case went lol somebody lying somewhere,0
239,1245012348907241473,resource pharmacy team live part elfh hub rpharms cppeengland janebhee heerosalyne,0
240,1235759267988176896,get infected corona virus since chula vista anyone wanna admit got crush,0
241,1238011099217362944,driver deep cleaning bus coronaviruspandemic handsanitiser handwipes company supply duet care bussgeek,0
242,1250976533361065986,would stay inside home afraid run food really pushing government rule arent one thing brought true color,1
243,1265971565981831170,photo mass graf brazil show stark toll virus expert predict surpass 125000 death august,0
244,1243518562997846017,think eet corona pandemic,0
245,1278239157282799616,wind turbine maker siemensgamesa plan close blade factory spain oem struggle amid impact pandemic,0
246,1250999472068407298,hell say horrible thing move cuba venezuela snowflake covidiot,1
247,1242701871875317761,god protect uscovid 19,0
248,1244752513435422720,new blog farmworkers live close condition even safe practice farm going harder control risk home community agleader talk farmworker health food supply,0
249,1250725683111829506,know history citizen become restless protest leader lifting sanction early another rise case invariably occurs place worse first peak howard markel md,0
250,1245670490405892096,saber pehle tu hi dub mar r insane mad corona has3attacjed directly brain cell sari schneider samaj ne shakti khatam ho gayee,1
251,1255780383486074881,krishakkasaath modi government encouraging technologydriven solution farming sector given social distancing norm fight 19 kisan rath app launched 17042020 facilitating farmer trader identify,0
252,1273120919666425865,shame chinese govt india dealing spreading corona virus disease hard time chinese army attacked really necessary bring war china india critical time bring peace teachlessontochina,1
253,1273318474631254016,child anxiety wearing mask dr angela andrew say talk mask simple term tell child 3 help people getting sick tell older child preventing spread germ beremarkable,0
254,1266120311365394432,get professionally personally suggestion thing,0
255,1246964829090430976,enjoying harley quinn feel mask,0
256,1245649372588601344,still wuhan,0
257,1267907727185108997,got response single finger extended guess one two would still chinese coming country wuhan loser entire bunch,1
258,1278387844415963141,encourage please take proper precaution wear mask good clean hand hygiene bound happen work medical field avoidable serious quit treating like joke real,0
259,1260654378651795457,california number past 24 hour new case 1759 death 87 hospitalization 05 increase icu patient 03 decrease tested 32000 people,0
260,1274334905720283145,per patient federal payout oklahoma case like mom hit tired per patient cost talking point federal dollar flowing largely small gov state v place like ny,0
261,1239529359234355201,mybmc mybmcwardke notice society published supposedly bmc logo also notice state stay away stray pet fear refer link,0
262,1279911830647791616,theyre seethrough zap germ unusual face mask cover,0
263,1244937115626024960,wrong incompetence inattention duty president hurt trump response held rally played golf tweet storm entire time focused national emergency knew senate going remove,1
264,1233848535491072001,lol read first time finished week news corona virus broke,0
265,1244398585304633344,callousness india response,0
266,1276258832671551488,talking elderly nursing home vulnerable group put patient dude clueless,1
267,1248903539088183296,people dont know unemployment came,0
268,1260962736978223107,thats categorically untrue death till high dont know 80000 low make sense hospital allocated funding facing patient pandemic,0
269,1245382647456477184,end trump briefing coverage dangerous country,1
270,1284093521058770944,resident senior center asked pen pal gotten nearly 20000 letter,0
271,1244852860359192578,hello im green bbc news growth justice 01 year lost income 442 died 0even crisis 6 million nurse health system brace father also case international council nurse say,0
272,1223462700262612994,know close date fanmeeting cancelled hangyuls voice hoarse cough often 12 case corona korea cant help feel concerning,0
273,1238587163689619457,update 316 transitioning instruction campusbased course virtual format class session held 316 43 impacted student contacted instruction uopx specific update found,0
274,1283898250400010240,provide link research latest find isnt enough evidence know role child play transmitting,0
275,1224060141315584000,tf corona virus get fresno,1
276,1245140565760540672,happy new month pray well hear positive negative news concerning new month,0
277,1252296088901636096,former wet wet wet singer marti pellow dedicated video rendition little help friend woman fighting hospital,0
278,1251133015255912454,let show disastrous response 19,0
279,1269233266428727301,writer influence join campaign bring scotgov court euthanasia carried elderly carehomes huge loss life much even banned gov policy hospital admission prescribed end life medicine,0
280,1258340815539253249,qbio denis corin ceo q biomed inc provides key update outlook new audio interview coronaupdate trump,0
281,1238861991982387203,far reported corona virus haiti thank god,0
282,1241742028695732224,cfra news line received several call last week people complete lack useful information trying disguise political axe grind tip time waste trying collect share fact,1
283,1242717589970866176,know corona virus,0
284,1251934004359692288,social distancing style give 6 foot 100 cotton long sleeve champion tshirt 3050 tshirt socialdistancing socialdistance 6feet champion tshirt,0
285,1256393471243550720,illinois announced budget gap errr uh 137 billion due,0
286,1271195962954985473,cant exposed disease may contract upon exposure trump team know anything pandemic,1
287,1256043675399970816,breaking iain duncan smith sanctioned dwp dying,0
288,1247525204961529857,couple madhya pradeshs sheopur district name son lockdown hail fight novel pandemic lockdown21,0
289,1262077763189645312,2020 showcase canceled due great sadness disappointment year showcass canceled even though ball life care life 1st put life jeopardy back bigger stronger 2021,0
290,1258520366084812801,another downside know clown isbefore virusi could told name libertarian disciple unfortunately know soulless nonentity big governement end govt funded role,1
291,1247527035875938304,anyone else notice al sudden fb ability police content must unlocked major achievement sheryl charm offensive,0
292,1233282148699906048,corona virus enters nigeria rain decides fall,0
293,1251121504848314368,time life get top ever important look mind body help deal access tip expert advice managing worry surrounding visit,0
294,1237267093915078661,might want check virus expert alcohol based hand sanitizer fine used properly ie rub like hand washing,0
295,1276147674778079234,iran death toll top 10k iran 10th country case became 9th country report 10k case june 25 1323utc 553pm iran time case 215096 death 10130 recovery 175103,0
296,1232565469401346050,2502 yichang city hubei distance 325km lockdown strict level wuhan,0
297,1260262980412772352,lmao make claim like evidence social medium conspiracy,0
298,1267600872084733953,wow youve met people speaking fauci cringed watching profuse use teargas pandemic made worse inflammation esophagus trachea,0
299,1276188094970990595,exam starting 6th july student effect government responsible save student life cancel exam remember school student vote university student,0
300,1274887243698765824,also tested neg,0
301,1250898254763614211,already survivor dr oz argument sacrificing child table discussion total lunacy,1
302,1248431770497716224,due summer camp year sorry,0
303,1285449312546086912,mask solution 19 real solution changing behavior earth fact wrong planet,0
304,1240591848810467331,smokin room since shit started lls corona might bad,0
305,1257746930144284675,liz scharf afc director community economic development vtaction talk vermonter navigate finance pandemic via vprnet afcpeinaction personalfinance,0
306,1277931423618523137,literally put kid daycare number increasing,0
307,1241096145469878272,3 roommate got deathly sick went doctor told one flew strep told strep told one know strep told last strep bronchitis symptom corona,0
308,1270658951877664769,know grew detroit wuhan,0
309,1275046021450461186,perception wedding change postcovid era author amita sahaya,0
310,1247452281945182209,corona pandemic killed 5 2months policearmy pandemic killed 6 2weeks,0
311,1240174035184414720,ucla school law created opensource tool keep track covid19related development prison jail nationwide aim create place information happening national scale,0
312,1236584670671732736,people would anything get seat metro like next level parliament,0
313,1275627327607767041,20200623 ania bessonov saman malik hot flash set temperature check question answered sexual relationship hot flash here youre asking today,0
314,1503757971259637762,shell go private call misogynist satiate ego come back misandry hate hinduism rp3 apologist nature,1
315,1503745821266874370,lmfao shes feminist didnt see condemning crime woman related community kind selective feminism need know real meaning feminism shes spread hate hindu india,1
316,1504134517237366794,never trust woman us clout ego hate belittle woman hyping might problem uplift crew trust come back 1m fold woman womenshistorymonth,1
317,1504128751587766281,benefit doubt rarely ever extends black people setting community disadvantaged group etc suck,1
